UID,district,block id,cluster id,Student Identifier,school id,subject,class,baseline,1st question Level,1st level score,2nd question Level,2nd level score,3rd question Level,3rd level score,Admin User ID
023181742_3,CHENNAI (EXT. GCC),466,33020601203,23181742,33020601401,Tamil,2,Arumbu,Arumbu,8,Mottu,6,,,30642703
023186067_2,CHENNAI (EXT. GCC),467,33020900209,23186067,33020900105,Mathematics,3,Arumbu,Arumbu,10,Mottu,9,Malar,10,30643346
023188195_2,CHENNAI (EXT. GCC),466,33020601203,23188195,33020601402,Mathematics,3,Mottu,Mottu,9,Malar,7,,,30642703
023188195_1,CHENNAI (EXT. GCC),466,33020601203,23188195,33020601402,English,3,Malar,Malar,9,,,,,30642703
023191777_1,CHENNAI (EXT. GCC),465,33020501402,23191777,33020500201,English,3,Malar,Malar,8,,,,,30641502
023192343_1,CHENNAI (EXT. GCC),411,33020901004,23192343,33021001903,English,3,Malar,Malar,7,,,,,30645878
023193343_1,CHENNAI (EXT. GCC),463,33020100208,23193343,33020100209,English,3,Malar,Malar,2,,,,,30641432
023193621_1,CHENNAI (EXT. GCC),465,33020401514,23193621,33020401501,English,3,Malar,Malar,5,,,,,30641505
023196166_2,CHENNAI (EXT. GCC),411,33020901004,23196166,33021002001,Mathematics,3,Malar,Malar,8,,,,,30645878
023200728_3,CHENNAI (EXT. GCC),464,33020300806,23200728,33020300801,Tamil,3,Malar,Malar,9,,,,,30643552
023200728_2,CHENNAI (EXT. GCC),464,33020300806,23200728,33020300801,Mathematics,3,Malar,Malar,7,,,,,30643552
023202086_1,CHENNAI (EXT. GCC),467,33020900209,23202086,33020900601,English,3,Malar,Malar,10,,,,,30643346
023202086_3,CHENNAI (EXT. GCC),467,33020900209,23202086,33020900601,Tamil,3,Malar,Malar,10,,,,,30643346
023202086_2,CHENNAI (EXT. GCC),467,33020900209,23202086,33020900601,Mathematics,3,Malar,Malar,10,,,,,30643346
023202113_3,CHENNAI (EXT. GCC),464,33020300806,23202113,33020700503,Tamil,3,Malar,Malar,10,,,,,30643552
023202113_2,CHENNAI (EXT. GCC),464,33020300806,23202113,33020700503,Mathematics,3,Malar,Malar,6,,,,,30643552
023202113_1,CHENNAI (EXT. GCC),464,33020300806,23202113,33020700503,English,3,Malar,Malar,7,,,,,30643552
023203324_3,CHENNAI (EXT. GCC),411,33020901004,23203324,33020901204,Tamil,3,Malar,Malar,9,,,,,30645878
023214595_2,CHENNAI (EXT. GCC),464,33020401405,23214595,33020400501,Mathematics,3,Arumbu,Arumbu,3,,,,,30641446
023215791_2,CHENNAI (EXT. GCC),464,33020300605,23215791,33020300604,Mathematics,3,Malar,Malar,7,,,,,30641503
023216946_3,CHENNAI (EXT. GCC),465,33020501105,23216946,33020501335,Tamil,3,Malar,Malar,10,,,,,30646039
023217131_3,CHENNAI (EXT. GCC),464,33020300806,23217131,33020700503,Tamil,3,Malar,Malar,9,,,,,30643552
023221790_1,CHENNAI (EXT. GCC),411,33020901004,23221790,33021002001,English,3,Malar,Malar,5,,,,,30645878
023222983_1,CHENNAI (EXT. GCC),467,33020801216,23222983,33020802601,English,3,Malar,Malar,8,,,,,30641455
023223405_2,CHENNAI (EXT. GCC),464,33020300806,23223405,33020700503,Mathematics,3,Malar,Malar,5,,,,,30643552
023223405_3,CHENNAI (EXT. GCC),464,33020300806,23223405,33020700503,Tamil,3,Malar,Malar,9,,,,,30643552
023225689_3,CHENNAI (EXT. GCC),418,33020200903,23225689,33020200904,Tamil,3,Malar,Malar,9,,,,,30641456
023226012_3,CHENNAI (EXT. GCC),418,33020200903,23226012,33020200904,Tamil,3,Malar,Malar,9,,,,,30641456
023227259_3,CHENNAI (EXT. GCC),418,33020700907,23227259,33020400203,Tamil,3,Malar,Malar,5,,,,,30655722
023230590_2,CHENNAI (EXT. GCC),464,33020300806,23230590,33020300805,Mathematics,3,Malar,Malar,2,,,,,30643552
023230590_3,CHENNAI (EXT. GCC),464,33020300806,23230590,33020300805,Tamil,3,Malar,Malar,2,,,,,30643552
023231402_3,CHENNAI (EXT. GCC),464,33020300605,23231402,33020300702,Tamil,3,Malar,Malar,6,,,,,30641503
023234273_1,CHENNAI (EXT. GCC),463,33020101202,23234273,33020101101,English,3,Malar,Malar,6,,,,,30641458
023239153_1,CHENNAI (EXT. GCC),464,33020401405,23239153,33020401404,English,3,Malar,Malar,4,,,,,30641446
023241205_1,CHENNAI (EXT. GCC),467,33020900209,23241205,33020900501,English,3,Malar,Malar,4,,,,,30643346
023244305_2,CHENNAI (EXT. GCC),464,33020400806,23244305,33020400801,Mathematics,3,Malar,Malar,6,,,,,30643768
023246587_3,CHENNAI (EXT. GCC),418,33020200809,23246587,33020200803,Tamil,3,Malar,Malar,7,,,,,30641424
023250493_1,CHENNAI (EXT. GCC),464,33020400702,23250493,33020400726,English,3,Malar,Malar,10,,,,,30641497
023254892_3,CHENNAI (EXT. GCC),418,33020201802,23254892,33020100302,Tamil,3,Malar,Malar,9,,,,,30651640
023255057_3,CHENNAI (EXT. GCC),467,33020801216,23255057,33020801402,Tamil,3,Malar,Malar,8,,,,,30641455
023255057_1,CHENNAI (EXT. GCC),467,33020801216,23255057,33020801402,English,3,Malar,Malar,5,,,,,30641455
023256420_2,CHENNAI (EXT. GCC),463,33020100408,23256420,33020100403,Mathematics,3,Malar,Malar,8,,,,,30645994
023257585_2,CHENNAI (EXT. GCC),463,33020100604,23257585,33020100601,Mathematics,3,Malar,Malar,10,,,,,30641296
023258078_2,CHENNAI (EXT. GCC),418,33020201802,23258078,33020100302,Mathematics,3,Mottu,Mottu,6,,,,,30651640
023261182_1,CHENNAI (EXT. GCC),466,33020601204,23261182,33020601102,English,3,Malar,Malar,9,,,,,30641499
023264383_1,CHENNAI (EXT. GCC),464,33020300605,23264383,33020300604,English,2,Arumbu,Arumbu,9,Mottu,8,,,30641503
023283311_3,CHENNAI (EXT. GCC),418,33020700907,23283311,33020400203,Tamil,3,Malar,Malar,9,,,,,30655722
023284905_3,CHENNAI (EXT. GCC),464,33020401405,23284905,33020401404,Tamil,3,Malar,Malar,4,,,,,30641446
023288135_2,CHENNAI (EXT. GCC),418,33020700907,23288135,33020600205,Mathematics,3,Malar,Malar,5,,,,,30655722
023288580_3,CHENNAI (EXT. GCC),465,33020501105,23288580,33020501501,Tamil,3,Malar,Malar,9,,,,,30646039
023289728_3,CHENNAI (EXT. GCC),465,33020501105,23289728,33020501309,Tamil,3,Malar,Malar,10,,,,,30646039
023295864_3,CHENNAI (EXT. GCC),464,33020400702,23295864,33020400502,Tamil,3,Malar,Malar,6,,,,,30641497
023297384_1,CHENNAI (EXT. GCC),466,33021000101,23297384,33021001304,English,3,Malar,Malar,2,,,,,30641476
023298153_1,CHENNAI (EXT. GCC),411,33020901603,23298153,33020901701,English,3,Malar,Malar,9,,,,,30645970
023298756_3,CHENNAI (EXT. GCC),411,33020901004,23298756,33020901001,Tamil,3,Malar,Malar,10,,,,,30645878
023301841_3,CHENNAI (EXT. GCC),463,33020101202,23301841,33020101201,Tamil,3,Malar,Malar,10,,,,,30641458
023304130_2,CHENNAI (EXT. GCC),463,33020300311,23304130,33020300402,Mathematics,3,Malar,Malar,10,,,,,30641358
023304536_3,CHENNAI (EXT. GCC),467,33020900209,23304536,33020900105,Tamil,3,Arumbu,Arumbu,10,Mottu,10,Malar,9,30643346
023304696_2,CHENNAI (EXT. GCC),467,33020900209,23304696,33020900105,Mathematics,3,Malar,Malar,10,,,,,30643346
023305178_3,CHENNAI (EXT. GCC),463,33020300311,23305178,33020300402,Tamil,3,Malar,Malar,10,,,,,30641358
023305921_1,CHENNAI (EXT. GCC),463,33020100604,23305921,33020100601,English,3,Malar,Malar,10,,,,,30641296
023313957_2,CHENNAI (EXT. GCC),465,33020401514,23313957,33020401504,Mathematics,3,Malar,Malar,9,,,,,30641505
023316958_2,CHENNAI (EXT. GCC),465,33020401514,23316958,33020401501,Mathematics,3,Malar,Malar,7,,,,,30641505
023318695_2,CHENNAI (EXT. GCC),467,33020900209,23318695,33020900210,Mathematics,3,Malar,Malar,9,,,,,30643346
023328254_3,CHENNAI (EXT. GCC),411,33020901004,23328254,33021001903,Tamil,3,Malar,Malar,9,,,,,30645878
023329760_2,CHENNAI (EXT. GCC),463,33020100604,23329760,33020100402,Mathematics,3,Malar,Malar,7,,,,,30641296
023329760_3,CHENNAI (EXT. GCC),463,33020100604,23329760,33020100402,Tamil,3,Malar,Malar,10,,,,,30641296
023329760_1,CHENNAI (EXT. GCC),463,33020100604,23329760,33020100402,English,3,Malar,Malar,10,,,,,30641296
023331004_2,CHENNAI (EXT. GCC),467,33020900209,23331004,33020900210,Mathematics,3,Malar,Malar,10,,,,,30643346
023332092_2,CHENNAI (EXT. GCC),466,33021000805,23332092,33021001004,Mathematics,3,Malar,Malar,10,,,,,30654953
023333708_1,CHENNAI (EXT. GCC),466,33020601204,23333708,33020601404,English,3,Malar,Malar,10,,,,,30641499
023333708_3,CHENNAI (EXT. GCC),466,33020601204,23333708,33020601404,Tamil,3,Malar,Malar,10,,,,,30641499
023334462_1,CHENNAI (EXT. GCC),465,33020501105,23334462,33020501335,English,3,Malar,Malar,9,,,,,30646039
023334462_2,CHENNAI (EXT. GCC),465,33020501105,23334462,33020501335,Mathematics,3,Malar,Malar,10,,,,,30646039
023334629_2,CHENNAI (EXT. GCC),467,33020801216,23334629,33020801411,Mathematics,3,Malar,Malar,9,,,,,30641455
023334629_3,CHENNAI (EXT. GCC),467,33020801216,23334629,33020801411,Tamil,3,Malar,Malar,10,,,,,30641455
023334629_1,CHENNAI (EXT. GCC),467,33020801216,23334629,33020801411,English,3,Malar,Malar,9,,,,,30641455
023339737_3,CHENNAI (EXT. GCC),465,33020501105,23339737,33020501102,Tamil,3,Malar,Malar,7,,,,,30646039
023344739_1,CHENNAI (EXT. GCC),467,33020900209,23344739,33020900210,English,3,Malar,Malar,6,,,,,30643346
023345221_2,CHENNAI (EXT. GCC),411,33020901004,23345221,33021001903,Mathematics,2,Mottu,Mottu,9,,,,,30645878
023348922_3,CHENNAI (EXT. GCC),466,33020601503,23348922,33021002301,Tamil,3,Arumbu,Arumbu,10,Mottu,10,Malar,10,30641474
023351670_3,CHENNAI (EXT. GCC),411,33020901003,23351670,33020901501,Tamil,3,Malar,Malar,10,,,,,30642124
023352731_2,CHENNAI (EXT. GCC),464,33020400806,23352731,33020400801,Mathematics,3,Malar,Malar,5,,,,,30643768
023354600_1,CHENNAI (EXT. GCC),463,33020101202,23354600,33020101201,English,3,Malar,Malar,8,,,,,30641458
023357471_1,CHENNAI (EXT. GCC),464,33020401405,23357471,33020401404,English,3,Malar,Malar,1,,,,,30641446
023358761_3,CHENNAI (EXT. GCC),464,33020400702,23358761,33020400502,Tamil,3,Malar,Malar,7,,,,,30641497
023358761_1,CHENNAI (EXT. GCC),464,33020400702,23358761,33020400502,English,3,Malar,Malar,8,,,,,30641497
023359167_3,CHENNAI (EXT. GCC),463,33020101202,23359167,33020101005,Tamil,3,Malar,Malar,6,,,,,30641458
023359886_1,CHENNAI (EXT. GCC),464,33020400702,23359886,33020400502,English,3,Malar,Malar,9,,,,,30641497
023359886_3,CHENNAI (EXT. GCC),464,33020400702,23359886,33020400502,Tamil,3,Malar,Malar,7,,,,,30641497
023361008_2,CHENNAI (EXT. GCC),465,33020501402,23361008,33020500201,Mathematics,3,Malar,Malar,7,,,,,30641502
023362524_3,CHENNAI (EXT. GCC),464,33020400702,23362524,33020400502,Tamil,3,Malar,Malar,8,,,,,30641497
023362881_3,CHENNAI (EXT. GCC),411,33020901004,23362881,33020901111,Tamil,3,Malar,Malar,10,,,,,30645878
023364036_1,CHENNAI (EXT. GCC),464,33020400702,23364036,33020400502,English,3,Arumbu,Arumbu,10,Mottu,10,Malar,10,30641497
023365146_1,CHENNAI (EXT. GCC),463,33020101202,23365146,33020101101,English,3,Malar,Malar,8,,,,,30641458
023365146_2,CHENNAI (EXT. GCC),463,33020101202,23365146,33020101101,Mathematics,3,Malar,Malar,7,,,,,30641458
023365201_1,CHENNAI (EXT. GCC),411,33020901603,23365201,33020901101,English,3,Malar,Malar,9,,,,,30645970
023369919_1,CHENNAI (EXT. GCC),411,33020901603,23369919,33020901101,English,3,Malar,Malar,3,,,,,30645970
023369919_3,CHENNAI (EXT. GCC),411,33020901603,23369919,33020901101,Tamil,3,Malar,Malar,9,,,,,30645970
023371305_1,CHENNAI (EXT. GCC),418,33020200809,23371305,33020200802,English,3,Malar,Malar,8,,,,,30641424
023372155_2,CHENNAI (EXT. GCC),463,33020300311,23372155,33020300402,Mathematics,3,Malar,Malar,10,,,,,30641358
023372961_2,CHENNAI (EXT. GCC),463,33020300311,23372961,33020300402,Mathematics,3,Malar,Malar,9,,,,,30641358
023376258_1,CHENNAI (EXT. GCC),465,33020501402,23376258,33020501104,English,3,Arumbu,Arumbu,8,Mottu,9,Malar,10,30641502
023377577_2,CHENNAI (EXT. GCC),411,33020901003,23377577,33020901501,Mathematics,3,Malar,Malar,8,,,,,30642124
023377862_2,CHENNAI (EXT. GCC),411,33020901603,23377862,33020901101,Mathematics,3,Malar,Malar,8,,,,,30645970
023379706_1,CHENNAI (EXT. GCC),463,33020300311,23379706,33020300402,English,3,Malar,Malar,8,,,,,30641358
023379967_3,CHENNAI (EXT. GCC),411,33020901004,23379967,33020901111,Tamil,3,Malar,Malar,10,,,,,30645878
023381515_3,CHENNAI (EXT. GCC),463,33020300311,23381515,33020301903,Tamil,3,Malar,Malar,9,,,,,30641358
023383811_1,CHENNAI (EXT. GCC),463,33020100604,23383811,33020100507,English,3,Malar,Malar,8,,,,,30641296
023386844_2,CHENNAI (EXT. GCC),463,33020100604,23386844,33020100402,Mathematics,3,Malar,Malar,9,,,,,30641296
023388765_1,CHENNAI (EXT. GCC),411,33020901603,23388765,33020901101,English,3,Malar,Malar,10,,,,,30645970
023393590_3,CHENNAI (EXT. GCC),463,33020100604,23393590,33020100701,Tamil,3,Malar,Malar,9,,,,,30641296
023393590_1,CHENNAI (EXT. GCC),463,33020100604,23393590,33020100701,English,3,Malar,Malar,8,,,,,30641296
023395532_3,CHENNAI (EXT. GCC),418,33020200809,23395532,33020200803,Tamil,3,Malar,Malar,6,,,,,30641424
023396871_3,CHENNAI (EXT. GCC),418,33020200809,23396871,33020200803,Tamil,3,Malar,Malar,4,,,,,30641424
023397508_3,CHENNAI (EXT. GCC),418,33020200809,23397508,33020200803,Tamil,3,Malar,Malar,9,,,,,30641424
023405528_3,CHENNAI (EXT. GCC),463,33020100604,23405528,33020100601,Tamil,3,Malar,Malar,10,,,,,30641296
023418306_3,CHENNAI (EXT. GCC),463,33020101202,23418306,33020101005,Tamil,3,Malar,Malar,10,,,,,30641458
023418993_2,CHENNAI (EXT. GCC),467,33020801216,23418993,33020802702,Mathematics,3,Malar,Malar,4,,,,,30641455
023419093_3,CHENNAI (EXT. GCC),463,33020100604,23419093,33020100507,Tamil,3,Malar,Malar,9,,,,,30641296
023420673_2,CHENNAI (EXT. GCC),463,33020101202,23420673,33020101005,Mathematics,3,Malar,Malar,4,,,,,30641458
023422325_2,CHENNAI (EXT. GCC),467,33020801216,23422325,33020802702,Mathematics,3,Malar,Malar,8,,,,,30641455
023422764_2,CHENNAI (EXT. GCC),464,33020700305,23422764,33020700501,Mathematics,3,Malar,Malar,7,,,,,30652310
023422764_3,CHENNAI (EXT. GCC),464,33020700305,23422764,33020700501,Tamil,3,Malar,Malar,9,,,,,30652310
023426615_2,CHENNAI (EXT. GCC),411,33020901004,23426615,33021002001,Mathematics,3,Malar,Malar,9,,,,,30645878
023427391_3,CHENNAI (EXT. GCC),411,33020901004,23427391,33021002001,Tamil,3,Malar,Malar,8,,,,,30645878
023428810_3,CHENNAI (EXT. GCC),418,33020200809,23428810,33020200804,Tamil,3,Malar,Malar,9,,,,,30641424
023429809_2,CHENNAI (EXT. GCC),418,33020301704,23429809,33020301201,Mathematics,3,Malar,Malar,9,,,,,30641464
023433886_3,CHENNAI (EXT. GCC),467,33020801216,23433886,33020802702,Tamil,3,Malar,Malar,4,,,,,30641455
023434448_3,CHENNAI (EXT. GCC),467,33020801216,23434448,33020802702,Tamil,3,Malar,Malar,5,,,,,30641455
023437702_2,CHENNAI (EXT. GCC),418,33020200408,23437702,33020200404,Mathematics,3,Malar,Malar,10,,,,,30641368
023437702_3,CHENNAI (EXT. GCC),418,33020200408,23437702,33020200404,Tamil,3,Malar,Malar,10,,,,,30641368
023440139_2,CHENNAI (EXT. GCC),467,33020801216,23440139,33020802702,Mathematics,3,Malar,Malar,6,,,,,30641455
023440139_1,CHENNAI (EXT. GCC),467,33020801216,23440139,33020802702,English,3,Malar,Malar,7,,,,,30641455
023440313_2,CHENNAI (EXT. GCC),467,33020801216,23440313,33020802702,Mathematics,3,Malar,Malar,9,,,,,30641455
023440664_1,CHENNAI (EXT. GCC),465,33020501105,23440664,33020501103,English,2,Mottu,Mottu,8,,,,,30646039
023446015_1,CHENNAI (EXT. GCC),465,33020401514,23446015,33020401504,English,3,Malar,Malar,7,,,,,30641505
023446652_3,CHENNAI (EXT. GCC),463,33020101202,23446652,33020101005,Tamil,3,Malar,Malar,10,,,,,30641458
023453639_1,CHENNAI (EXT. GCC),411,33020901004,23453639,33021002001,English,3,Malar,Malar,7,,,,,30645878
023454576_3,CHENNAI (EXT. GCC),465,33020501105,23454576,33020501335,Tamil,3,Malar,Malar,7,,,,,30646039
023461731_3,CHENNAI (EXT. GCC),466,33020601503,23461731,33020600706,Tamil,3,Malar,Malar,6,,,,,30641474
023461731_2,CHENNAI (EXT. GCC),466,33020601503,23461731,33020600706,Mathematics,3,Mottu,Mottu,3,,,,,30641474
023461731_1,CHENNAI (EXT. GCC),466,33020601503,23461731,33020600706,English,3,Malar,Malar,3,,,,,30641474
023463910_2,CHENNAI (EXT. GCC),411,33020901603,23463910,33020901101,Mathematics,3,Malar,Malar,3,,,,,30645970
023464668_3,CHENNAI (EXT. GCC),467,33020900209,23464668,33020900311,Tamil,3,Malar,Malar,4,,,,,30643346
023466327_3,CHENNAI (EXT. GCC),465,33020501402,23466327,33020400901,Tamil,3,Malar,Malar,5,,,,,30641502
023479791_2,CHENNAI (EXT. GCC),418,33020200809,23479791,33020200804,Mathematics,3,Malar,Malar,6,,,,,30641424
023480647_2,CHENNAI (EXT. GCC),463,33020100604,23480647,33020100601,Mathematics,3,Malar,Malar,9,,,,,30641296
023481871_3,CHENNAI (EXT. GCC),418,33020200809,23481871,33020200804,Tamil,3,Malar,Malar,10,,,,,30641424
023481871_1,CHENNAI (EXT. GCC),418,33020200809,23481871,33020200804,English,3,Malar,Malar,10,,,,,30641424
023482426_3,CHENNAI (EXT. GCC),463,33020100408,23482426,33020100305,Tamil,3,Malar,Malar,10,,,,,30645994
023482426_2,CHENNAI (EXT. GCC),463,33020100408,23482426,33020100305,Mathematics,3,Malar,Malar,9,,,,,30645994
023483810_1,CHENNAI (EXT. GCC),464,33020400806,23483810,33020400801,English,3,Malar,Malar,5,,,,,30643768
023483966_1,CHENNAI (EXT. GCC),418,33020200809,23483966,33020200804,English,3,Malar,Malar,9,,,,,30641424
023483966_2,CHENNAI (EXT. GCC),418,33020200809,23483966,33020200804,Mathematics,3,Malar,Malar,10,,,,,30641424
023484037_3,CHENNAI (EXT. GCC),465,33020501105,23484037,33020501102,Tamil,3,Malar,Malar,1,,,,,30646039
023488524_1,CHENNAI (EXT. GCC),466,33020601203,23488524,33020600910,English,3,Malar,Malar,10,,,,,30642703
023492874_3,CHENNAI (EXT. GCC),418,33020200903,23492874,33020200904,Tamil,3,Malar,Malar,10,,,,,30641456
023492874_2,CHENNAI (EXT. GCC),418,33020200903,23492874,33020200904,Mathematics,3,Malar,Malar,7,,,,,30641456
023493069_3,CHENNAI (EXT. GCC),466,33020601203,23493069,33020600910,Tamil,3,Malar,Malar,2,,,,,30642703
023493375_2,CHENNAI (EXT. GCC),465,33020401514,23493375,33020401501,Mathematics,3,Malar,Malar,8,,,,,30641505
023496036_3,CHENNAI (EXT. GCC),418,33020200809,23496036,33020200804,Tamil,3,Malar,Malar,6,,,,,30641424
023497378_3,CHENNAI (EXT. GCC),411,33020901004,23497378,33020901204,Tamil,3,Malar,Malar,1,,,,,30645878
023501687_3,CHENNAI (EXT. GCC),463,33020101202,23501687,33020101005,Tamil,3,Malar,Malar,6,,,,,30641458
023501687_2,CHENNAI (EXT. GCC),463,33020101202,23501687,33020101005,Mathematics,3,Malar,Malar,7,,,,,30641458
023507785_1,CHENNAI (EXT. GCC),465,33020401514,23507785,33020401508,English,3,Malar,Malar,8,,,,,30641505
023510079_1,CHENNAI (EXT. GCC),418,33020200408,23510079,33020200404,English,3,Malar,Malar,6,,,,,30641368
023512817_3,CHENNAI (EXT. GCC),467,33020801216,23512817,33020802702,Tamil,3,Malar,Malar,5,,,,,30641455
023514310_1,CHENNAI (EXT. GCC),465,33020501105,23514310,33020501102,English,2,Mottu,Mottu,10,,,,,30646039
023515771_1,CHENNAI (EXT. GCC),418,33020200408,23515771,33020200404,English,3,Malar,Malar,6,,,,,30641368
023517167_2,CHENNAI (EXT. GCC),463,33020101202,23517167,33020101101,Mathematics,3,Malar,Malar,6,,,,,30641458
023517167_3,CHENNAI (EXT. GCC),463,33020101202,23517167,33020101101,Tamil,3,Malar,Malar,10,,,,,30641458
023521555_1,CHENNAI (EXT. GCC),466,33020601203,23521555,33020600910,English,3,Malar,Malar,9,,,,,30642703
023521658_3,CHENNAI (EXT. GCC),464,33020400806,23521658,33020400602,Tamil,3,Malar,Malar,9,,,,,30643768
023524667_1,CHENNAI (EXT. GCC),467,33020900209,23524667,33020900311,English,3,Malar,Malar,5,,,,,30643346
023525409_3,CHENNAI (EXT. GCC),467,33020801216,23525409,33020801115,Tamil,3,Malar,Malar,10,,,,,30641455
023528075_3,CHENNAI (EXT. GCC),467,33020900209,23528075,33020900210,Tamil,3,Malar,Malar,10,,,,,30643346
023529106_1,CHENNAI (EXT. GCC),466,33020601203,23529106,33020600910,English,3,Malar,Malar,10,,,,,30642703
023529106_3,CHENNAI (EXT. GCC),466,33020601203,23529106,33020600910,Tamil,3,Malar,Malar,7,,,,,30642703
023529134_1,CHENNAI (EXT. GCC),464,33020400806,23529134,33020400801,English,3,Malar,Malar,4,,,,,30643768
023530042_2,CHENNAI (EXT. GCC),411,33020901605,23530042,33021002102,Mathematics,3,Malar,Malar,6,,,,,30643653
023530042_1,CHENNAI (EXT. GCC),411,33020901605,23530042,33021002102,English,3,Malar,Malar,10,,,,,30643653
023533077_1,CHENNAI (EXT. GCC),464,33020300605,23533077,33020300903,English,3,Malar,Malar,4,,,,,30641503
023540366_3,CHENNAI (EXT. GCC),465,33020401514,23540366,33020401504,Tamil,3,Malar,Malar,8,,,,,30641505
023547403_3,CHENNAI (EXT. GCC),418,33020200903,23547403,33020200508,Tamil,3,Malar,Malar,7,,,,,30641456
023547403_1,CHENNAI (EXT. GCC),418,33020200903,23547403,33020200508,English,3,Malar,Malar,8,,,,,30641456
023553719_1,CHENNAI (EXT. GCC),466,33020601204,23553719,33020601404,English,3,Malar,Malar,9,,,,,30641499
023555663_2,CHENNAI (EXT. GCC),465,33020501105,23555663,33020501102,Mathematics,3,Malar,Malar,6,,,,,30646039
023561366_1,CHENNAI (EXT. GCC),463,33020100208,23561366,33020100209,English,3,Malar,Malar,8,,,,,30641432
023561607_1,CHENNAI (EXT. GCC),411,33020901004,23561607,33020901001,English,3,Mottu,Mottu,8,Malar,7,,,30645878
023572193_1,CHENNAI (EXT. GCC),418,33020700907,23572193,33020600205,English,3,Malar,Malar,7,,,,,30655722
023573938_3,CHENNAI (EXT. GCC),466,33021000701,23573938,33021001402,Tamil,3,Malar,Malar,9,,,,,30641484
023583463_3,CHENNAI (EXT. GCC),464,33020400702,23583463,33020400726,Tamil,3,Malar,Malar,10,,,,,30641497
023590645_1,CHENNAI (EXT. GCC),465,33020401514,23590645,33020401501,English,3,Malar,Malar,6,,,,,30641505
023590645_3,CHENNAI (EXT. GCC),465,33020401514,23590645,33020401501,Tamil,3,Malar,Malar,4,,,,,30641505
023597666_3,CHENNAI (EXT. GCC),464,33020300605,23597666,33020300702,Tamil,3,Malar,Malar,7,,,,,30641503
023613634_2,CHENNAI (EXT. GCC),418,33020700907,23613634,33020600205,Mathematics,3,Malar,Malar,8,,,,,30655722
023625085_1,CHENNAI (EXT. GCC),411,33020901003,23625085,33020901501,English,3,Malar,Malar,10,,,,,30642124
023627643_1,CHENNAI (EXT. GCC),463,33020100604,23627643,33020100507,English,3,Malar,Malar,9,,,,,30641296
023635027_1,CHENNAI (EXT. GCC),463,33020100408,23635027,33020100301,English,3,Malar,Malar,9,,,,,30645994
023639593_3,CHENNAI (EXT. GCC),411,33020901004,23639593,33020901001,Tamil,3,Malar,Malar,10,,,,,30645878
023640577_3,CHENNAI (EXT. GCC),463,33020100408,23640577,33020100301,Tamil,3,Malar,Malar,10,,,,,30645994
023643689_1,CHENNAI (EXT. GCC),467,33020900209,23643689,33020900210,English,3,Malar,Malar,9,,,,,30643346
023645028_3,CHENNAI (EXT. GCC),465,33020501105,23645028,33020500303,Tamil,3,Malar,Malar,10,,,,,30646039
023645028_2,CHENNAI (EXT. GCC),465,33020501105,23645028,33020500303,Mathematics,3,Malar,Malar,6,,,,,30646039
023647993_3,CHENNAI (EXT. GCC),463,33020100604,23647993,33020100701,Tamil,3,Malar,Malar,10,,,,,30641296
023652084_1,CHENNAI (EXT. GCC),418,33020301704,23652084,33020301201,English,3,Malar,Malar,8,,,,,30641464
023652468_1,CHENNAI (EXT. GCC),418,33020301704,23652468,33020301201,English,3,Malar,Malar,7,,,,,30641464
023655875_2,CHENNAI (EXT. GCC),464,33020700305,23655875,33020700303,Mathematics,3,Malar,Malar,10,,,,,30652310
023655965_3,CHENNAI (EXT. GCC),467,33020900209,23655965,33020900210,Tamil,3,Malar,Malar,10,,,,,30643346
023656345_3,CHENNAI (EXT. GCC),418,33020301704,23656345,33020301201,Tamil,3,Malar,Malar,10,,,,,30641464
023656745_3,CHENNAI (EXT. GCC),418,33020301704,23656745,33020301201,Tamil,3,Malar,Malar,8,,,,,30641464
023657823_3,CHENNAI (EXT. GCC),418,33020301704,23657823,33020301201,Tamil,3,Malar,Malar,10,,,,,30641464
023657823_1,CHENNAI (EXT. GCC),418,33020301704,23657823,33020301201,English,3,Malar,Malar,4,,,,,30641464
023658842_3,CHENNAI (EXT. GCC),464,33020700305,23658842,33020700303,Tamil,2,Arumbu,Arumbu,10,Mottu,10,,,30652310
023658842_2,CHENNAI (EXT. GCC),464,33020700305,23658842,33020700303,Mathematics,2,Mottu,Mottu,10,,,,,30652310
023661457_3,CHENNAI (EXT. GCC),467,33020900209,23661457,33020900210,Tamil,3,Malar,Malar,10,,,,,30643346
023662199_3,CHENNAI (EXT. GCC),466,33021000101,23662199,33021001103,Tamil,3,Malar,Malar,10,,,,,30641476
023662668_3,CHENNAI (EXT. GCC),466,33021000101,23662668,33021001103,Tamil,3,Malar,Malar,8,,,,,30641476
023662899_3,CHENNAI (EXT. GCC),466,33021000701,23662899,33021001202,Tamil,3,Malar,Malar,10,,,,,30641484
023664178_1,CHENNAI (EXT. GCC),467,33020801216,23664178,33020801402,English,3,Malar,Malar,5,,,,,30641455
023665930_3,CHENNAI (EXT. GCC),463,33020100408,23665930,33020100305,Tamil,3,Malar,Malar,10,,,,,30645994
023666758_3,CHENNAI (EXT. GCC),463,33020100604,23666758,33020100507,Tamil,3,Malar,Malar,10,,,,,30641296
023666965_2,CHENNAI (EXT. GCC),463,33020300311,23666965,33020300203,Mathematics,3,Malar,Malar,9,,,,,30641358
023667002_3,CHENNAI (EXT. GCC),463,33020300311,23667002,33020300203,Tamil,3,Malar,Malar,10,,,,,30641358
